sport,prop_type,prop_line,player_id,player_name,team,opponent,game_date,location,is_primetime,is_back_to_back,is_divisional,injury_status,weather_conditions,defensive_rank_against,player_avg_last_3,player_avg_last_5,player_avg_season,line_delta,prop_odds,market_movement,actual_result,actual_value,temperature,rest_days,is_playoff
nfl,passing_tds_under,1.1,aaron_rodgers,Aaron Rodgers,Green Bay Packers,Tennessee Titans,2025-05-01,home,True,False,False,healthy,clear,14,-6.6,11.6,0.7,0.4,2.22083238223222,down,1,21.6,27,7,False
nfl,passing_yards_under,216.9,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Dallas Cowboys,2024-09-22,away,False,False,False,healthy,wind,13,228.5,204.2,216.1,0.8,2.1072938384266764,down,0,172.9,29,7,False
nfl,passing_yards_under,336.3,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Buffalo Bills,2024-08-24,home,True,False,True,questionable,snow,3,314.0,310.2,319.6,16.7,1.9828550679869072,stable,0,340.7,46,7,False
nfl,passing_yards_under,268.6,josh_allen,Josh Allen,Buffalo Bills,Baltimore Ravens,2025-05-28,home,False,False,True,healthy,clear,27,284.6,298.1,295.7,-27.1,1.819180597354101,stable,0,275.6,48,7,False
nfl,receptions_over,5.2,davante_adams,Davante Adams,Las Vegas Raiders,Los Angeles Rams,2024-10-08,away,False,False,False,healthy,clear,8,1.3,13.4,3.4,1.8,1.9044766112316196,up,0,-16.0,85,7,True
nfl,receiving_tds_over,0.5,cooper_kupp,Cooper Kupp,Los Angeles Rams,Tennessee Titans,2024-11-25,home,False,False,False,healthy,wind,17,6.5,5.9,0.8,-0.3,2.08568159349038,stable,0,-39.8,71,7,False
nfl,passing_yards_under,272.0,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Buffalo Bills,2025-07-10,home,False,False,True,healthy,wind,30,295.5,306.2,300.3,-28.3,2.0076599382893647,up,0,253.3,75,7,False
nfl,passing_yards_over,259.2,lamar_jackson,Lamar Jackson,Baltimore Ravens,Las Vegas Raiders,2024-11-28,home,True,False,True,healthy,clear,22,281.4,279.6,287.1,-27.9,1.8523284537255442,down,0,238.2,55,7,False
nfl,passing_yards_over,204.3,lamar_jackson,Lamar Jackson,Baltimore Ravens,Buffalo Bills,2024-11-15,away,False,False,True,healthy,clear,32,243.4,226.5,233.3,-29.0,2.14312925686826,stable,1,197.3,53,7,False
nfl,rushing_yards_over,75.6,derrick_henry,Derrick Henry,Tennessee Titans,Dallas Cowboys,2025-06-23,home,False,False,True,healthy,rain,20,84.3,93.0,88.2,-12.6,1.8541281167421693,up,0,79.8,70,7,False
nfl,receiving_yards_over,49.2,travis_kelce,Travis Kelce,Kansas City Chiefs,Las Vegas Raiders,2024-12-18,away,False,False,False,healthy,clear,19,51.4,54.2,56.0,-6.8,1.7928907094061608,up,0,58.2,80,7,False
nfl,passing_yards_under,207.8,josh_allen,Josh Allen,Buffalo Bills,New England Patriots,2024-12-01,away,True,False,True,healthy,clear,14,213.9,207.3,211.9,-4.1,2.220711283689471,up,0,168.8,68,7,False
nfl,rushing_tds_over,1.8,derrick_henry,Derrick Henry,Tennessee Titans,Los Angeles Rams,2024-12-04,home,False,False,True,healthy,clear,11,-1.3,-4.3,1.9,-0.1,2.0965390462010207,up,0,-16.9,76,7,False
nfl,passing_yards_under,331.5,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Dallas Cowboys,2025-01-22,away,False,False,False,healthy,clear,31,325.7,318.2,307.7,23.8,2.093925376008399,down,1,361.0,59,7,False
nfl,receptions_under,4.0,cooper_kupp,Cooper Kupp,Los Angeles Rams,Buffalo Bills,2025-06-03,home,True,False,False,healthy,clear,16,10.7,6.8,5.1,-1.1,2.201210622903316,down,0,-30.0,78,7,False
nfl,passing_tds_over,1.5,josh_allen,Josh Allen,Buffalo Bills,Los Angeles Rams,2025-06-18,away,True,False,False,questionable,clear,19,11.3,15.7,1.5,0.0,1.9492988078139089,down,1,20.1,58,7,False
nfl,rushing_yards_under,58.8,derrick_henry,Derrick Henry,Tennessee Titans,Las Vegas Raiders,2025-03-20,away,True,False,True,healthy,wind,15,85.0,70.9,73.1,-14.3,2.188561737540601,up,1,41.4,68,7,False
nfl,passing_tds_under,0.4,josh_allen,Josh Allen,Buffalo Bills,Kansas City Chiefs,2024-11-21,away,False,False,False,healthy,clear,31,16.2,-5.4,0.9,-0.5,2.095880925837064,down,0,-25.8,22,7,False
nfl,passing_tds_over,0.8,lamar_jackson,Lamar Jackson,Baltimore Ravens,Green Bay Packers,2024-12-21,home,True,False,False,healthy,clear,24,-12.2,15.7,0.9,-0.1,1.7868414405235358,up,0,0.8,39,7,False
nfl,receiving_yards_over,79.2,cooper_kupp,Cooper Kupp,Los Angeles Rams,Las Vegas Raiders,2024-12-15,away,False,False,False,healthy,clear,12,91.8,81.4,83.3,-4.1,1.8166965144724418,up,0,57.8,83,7,True
nfl,receiving_yards_over,34.2,davante_adams,Davante Adams,Las Vegas Raiders,Baltimore Ravens,2025-07-29,away,False,False,True,healthy,clear,1,39.5,58.8,49.1,-14.9,2.0686498181880646,stable,1,30.3,29,7,False
nfl,passing_tds_under,0.8,josh_allen,Josh Allen,Buffalo Bills,Kansas City Chiefs,2025-03-29,away,False,False,True,healthy,wind,11,11.2,10.7,1.2,-0.4,1.810510142831755,up,0,9.1,54,7,False
nfl,rushing_yards_over,72.4,derrick_henry,Derrick Henry,Tennessee Titans,Green Bay Packers,2025-08-05,home,False,False,True,healthy,clear,6,65.1,79.7,69.4,3.0,2.2219074702078614,up,1,76.9,82,7,False
nfl,passing_yards_under,266.4,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Green Bay Packers,2025-01-13,home,False,False,False,healthy,snow,21,300.9,303.1,296.3,-29.9,2.149640766033509,stable,1,283.9,58,7,False
nfl,passing_tds_over,1.4,aaron_rodgers,Aaron Rodgers,Green Bay Packers,Buffalo Bills,2025-06-08,away,False,False,True,questionable,clear,1,-7.7,-5.7,1.3,0.1,1.906420705781999,stable,0,7.9,61,7,False
nfl,passing_yards_under,304.6,josh_allen,Josh Allen,Buffalo Bills,Kansas City Chiefs,2024-11-09,away,False,False,False,healthy,clear,28,305.2,306.7,314.3,-9.7,2.138671402215334,down,1,327.2,62,7,True
nfl,receiving_tds_under,0.6,davante_adams,Davante Adams,Las Vegas Raiders,New England Patriots,2025-06-27,home,False,False,True,healthy,clear,21,4.9,-4.3,0.3,0.3,1.812743917410353,down,0,-35.2,20,7,False
nfl,receptions_under,9.1,davante_adams,Davante Adams,Las Vegas Raiders,Buffalo Bills,2025-08-17,away,False,False,False,healthy,rain,30,-12.2,12.7,7.6,1.5,1.8918489365023312,up,1,25.1,67,7,False
nfl,receiving_tds_under,1.3,davante_adams,Davante Adams,Las Vegas Raiders,Dallas Cowboys,2025-07-18,away,False,False,True,healthy,clear,4,7.8,11.6,1.7,-0.4,2.108499549506239,down,0,11.1,58,7,False
nfl,rushing_tds_over,1.0,derrick_henry,Derrick Henry,Tennessee Titans,Dallas Cowboys,2025-05-15,home,True,False,False,healthy,clear,22,-9.6,11.0,1.0,-0.0,1.7781708031615764,stable,0,-45.3,64,7,False
nfl,passing_tds_over,0.6,lamar_jackson,Lamar Jackson,Baltimore Ravens,Kansas City Chiefs,2024-12-26,home,True,False,True,healthy,clear,32,-9.7,-4.4,0.8,-0.2,2.1134912958716057,up,0,6.4,83,7,True
nfl,receptions_under,4.7,davante_adams,Davante Adams,Las Vegas Raiders,Kansas City Chiefs,2025-05-19,home,False,False,False,healthy,rain,23,-4.0,9.3,4.3,0.4,2.100907402897244,down,0,-36.2,67,7,False
nfl,passing_yards_under,261.3,lamar_jackson,Lamar Jackson,Baltimore Ravens,Los Angeles Rams,2024-11-19,home,False,False,True,questionable,wind,31,236.5,237.7,244.5,16.8,1.9145723435493036,up,0,222.1,76,7,False
nfl,passing_yards_over,305.3,josh_allen,Josh Allen,Buffalo Bills,Tennessee Titans,2024-12-17,home,False,False,False,questionable,clear,32,286.9,300.7,301.6,3.7,2.21319176176155,stable,0,289.0,53,7,True
nfl,rushing_yards_under,92.5,derrick_henry,Derrick Henry,Tennessee Titans,Green Bay Packers,2025-07-30,away,False,False,False,healthy,clear,29,104.9,96.8,85.9,6.6,1.853871914078926,stable,1,84.8,40,7,False
nfl,passing_yards_under,182.9,josh_allen,Josh Allen,Buffalo Bills,Los Angeles Rams,2025-03-17,away,True,False,False,healthy,clear,6,202.2,193.4,200.7,-17.8,1.7621722818551715,down,1,167.4,22,7,False
nfl,rushing_tds_over,1.5,derrick_henry,Derrick Henry,Tennessee Titans,Dallas Cowboys,2024-11-19,away,True,False,False,healthy,clear,7,0.9,-10.9,1.8,-0.3,2.245400160096685,stable,0,-43.5,21,7,False
nfl,receiving_yards_under,67.6,davante_adams,Davante Adams,Las Vegas Raiders,Baltimore Ravens,2025-03-29,away,False,False,True,questionable,snow,13,77.4,57.6,68.3,-0.7,2.0806772196345196,up,0,25.3,53,7,False
nfl,passing_yards_under,215.0,josh_allen,Josh Allen,Buffalo Bills,Las Vegas Raiders,2025-01-16,away,False,False,False,healthy,clear,5,212.3,216.0,212.6,2.4,1.783977187403525,stable,0,176.1,31,7,False
nfl,receiving_yards_over,89.3,cooper_kupp,Cooper Kupp,Los Angeles Rams,Tennessee Titans,2025-08-14,away,False,False,True,questionable,clear,16,81.1,83.7,76.9,12.4,1.8698351416846137,up,0,44.3,70,7,False
nfl,passing_tds_under,1.9,lamar_jackson,Lamar Jackson,Baltimore Ravens,Kansas City Chiefs,2025-02-06,home,False,False,True,questionable,rain,11,-0.4,13.0,1.6,0.3,1.834747046890067,down,0,-4.4,70,7,False
nfl,receiving_tds_over,0.8,davante_adams,Davante Adams,Las Vegas Raiders,Green Bay Packers,2025-04-25,home,False,False,True,healthy,clear,4,18.2,-8.9,0.9,-0.1,1.9764750618249307,down,1,-26.9,43,7,False
nfl,receiving_tds_over,1.1,travis_kelce,Travis Kelce,Kansas City Chiefs,Buffalo Bills,2025-05-24,home,False,False,True,doubtful,rain,32,-8.9,-8.3,1.6,-0.5,1.891414797462581,down,0,-46.0,38,7,False
nfl,passing_tds_over,0.6,lamar_jackson,Lamar Jackson,Baltimore Ravens,Los Angeles Rams,2024-09-23,away,False,False,True,healthy,snow,20,-18.7,2.7,0.5,0.1,2.014481186198457,up,1,-8.1,48,7,False
nfl,passing_tds_under,1.8,lamar_jackson,Lamar Jackson,Baltimore Ravens,Buffalo Bills,2024-08-22,home,False,False,False,healthy,wind,32,6.5,7.1,1.5,0.3,1.8661477996877327,down,1,-14.0,68,7,False
nfl,receiving_tds_over,1.8,davante_adams,Davante Adams,Las Vegas Raiders,Baltimore Ravens,2024-11-17,home,False,False,False,healthy,clear,18,12.6,3.3,1.9,-0.1,2.157338228671636,up,1,7.1,85,7,False
nfl,receiving_tds_over,1.6,cooper_kupp,Cooper Kupp,Los Angeles Rams,Green Bay Packers,2025-05-04,home,True,False,True,questionable,clear,13,-14.2,4.8,1.3,0.3,2.14447539713704,stable,0,-4.2,27,7,False
nfl,passing_yards_under,230.7,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Tennessee Titans,2025-01-31,away,False,False,True,healthy,clear,8,264.5,254.1,255.3,-24.6,2.1657912523130114,up,1,246.8,40,7,False
nfl,passing_yards_over,290.6,lamar_jackson,Lamar Jackson,Baltimore Ravens,Dallas Cowboys,2025-03-04,home,True,False,False,healthy,clear,11,290.5,283.0,278.0,12.6,1.7561879323682796,down,0,275.6,55,7,False
nfl,passing_yards_over,303.5,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Tennessee Titans,2024-08-26,home,True,False,True,healthy,clear,12,259.8,279.2,274.7,28.8,1.9560841309071821,up,0,287.3,58,7,False
nfl,receptions_under,5.6,travis_kelce,Travis Kelce,Kansas City Chiefs,Baltimore Ravens,2025-02-19,away,False,False,False,healthy,rain,21,-15.2,-2.1,3.7,1.9,1.763052893444649,up,0,-11.6,69,7,False
nfl,receiving_tds_under,1.0,davante_adams,Davante Adams,Las Vegas Raiders,Buffalo Bills,2025-06-25,home,False,False,True,healthy,clear,8,-16.6,11.1,0.6,0.4,2.177801884112436,stable,1,19.9,21,7,True
nfl,receiving_yards_over,69.3,davante_adams,Davante Adams,Las Vegas Raiders,Tennessee Titans,2024-09-11,away,False,False,True,healthy,wind,22,42.3,47.2,59.1,10.2,2.0074516337150303,down,1,96.1,31,7,False
nfl,receiving_yards_over,35.1,travis_kelce,Travis Kelce,Kansas City Chiefs,Los Angeles Rams,2025-03-21,home,True,False,True,healthy,rain,8,30.7,43.7,47.3,-12.2,2.0856092383830545,stable,0,6.6,57,7,False
nfl,receiving_yards_over,98.8,davante_adams,Davante Adams,Las Vegas Raiders,Los Angeles Rams,2025-08-08,home,True,False,False,healthy,clear,24,74.9,79.3,90.5,8.3,1.7755311795180724,down,0,87.2,27,7,False
nfl,passing_tds_over,1.6,lamar_jackson,Lamar Jackson,Baltimore Ravens,Las Vegas Raiders,2025-07-17,home,False,False,False,healthy,snow,7,-18.0,10.1,1.2,0.4,2.244472527980002,up,1,16.8,61,7,False
nfl,rushing_tds_over,0.8,derrick_henry,Derrick Henry,Tennessee Titans,New England Patriots,2025-04-11,home,True,False,False,healthy,rain,21,-0.2,-1.7,0.8,0.0,1.9224905296073276,down,0,-35.1,34,7,False
nfl,passing_yards_over,307.0,aaron_rodgers,Aaron Rodgers,Green Bay Packers,Los Angeles Rams,2025-05-25,home,False,False,False,healthy,wind,22,300.1,318.0,312.3,-5.3,1.978850664056147,down,0,292.4,64,7,False
nfl,passing_yards_under,260.6,josh_allen,Josh Allen,Buffalo Bills,Los Angeles Rams,2025-08-19,home,True,False,False,healthy,clear,27,237.7,252.7,239.2,21.4,1.963546214505826,up,0,211.0,38,7,False
nfl,passing_yards_under,182.4,aaron_rodgers,Aaron Rodgers,Green Bay Packers,Dallas Cowboys,2025-07-28,home,False,False,True,healthy,wind,27,211.9,219.1,212.2,-29.8,1.8139949041538765,down,1,195.0,85,7,False
nfl,rushing_yards_under,31.1,derrick_henry,Derrick Henry,Tennessee Titans,Dallas Cowboys,2025-04-04,away,False,False,True,healthy,clear,1,47.4,40.0,41.3,-10.2,2.0153610483938187,down,0,6.3,27,7,False
nfl,receptions_over,3.3,travis_kelce,Travis Kelce,Kansas City Chiefs,New England Patriots,2025-04-08,away,False,False,True,healthy,wind,30,-5.8,-5.0,5.0,-1.7,1.820690361174856,stable,0,-28.3,43,7,False
nfl,passing_tds_over,1.1,aaron_rodgers,Aaron Rodgers,Green Bay Packers,Baltimore Ravens,2025-04-12,home,False,False,False,healthy,clear,10,-5.6,11.0,1.3,-0.2,2.103388365233199,down,0,-24.7,24,7,False
nfl,rushing_tds_under,1.3,derrick_henry,Derrick Henry,Tennessee Titans,New England Patriots,2025-06-09,home,False,False,False,healthy,rain,4,-14.7,7.6,1.0,0.3,2.0615624600811024,down,0,2.6,28,7,False
nfl,receiving_tds_over,1.3,davante_adams,Davante Adams,Las Vegas Raiders,Tennessee Titans,2025-02-08,away,False,False,True,healthy,clear,25,3.4,15.4,1.5,-0.2,1.999965810386358,up,0,5.0,70,7,False
nfl,rushing_yards_over,60.6,derrick_henry,Derrick Henry,Tennessee Titans,Green Bay Packers,2025-07-26,away,False,False,True,questionable,snow,29,68.2,41.0,50.9,9.7,1.8280928419093494,up,1,83.7,41,7,False
nfl,passing_tds_under,0.8,aaron_rodgers,Aaron Rodgers,Green Bay Packers,New England Patriots,2025-03-11,home,False,False,False,healthy,clear,5,17.5,8.0,0.3,0.5,2.082115607438653,down,0,-32.2,22,7,True
nfl,passing_yards_under,248.7,lamar_jackson,Lamar Jackson,Baltimore Ravens,Dallas Cowboys,2025-05-07,away,False,False,False,healthy,rain,8,242.7,230.5,228.1,20.6,2.108564871509745,down,0,252.1,38,7,False
nfl,rushing_yards_over,42.2,derrick_henry,Derrick Henry,Tennessee Titans,New England Patriots,2025-01-06,away,False,False,False,questionable,clear,17,39.1,54.6,51.1,-8.9,2.0929630793955076,up,1,32.5,85,7,False
nfl,receiving_tds_over,1.3,cooper_kupp,Cooper Kupp,Los Angeles Rams,Tennessee Titans,2025-02-21,away,False,False,True,doubtful,clear,27,-0.7,-8.3,1.5,-0.2,2.1930492628382554,up,0,-43.4,71,7,True
nfl,passing_yards_under,288.3,lamar_jackson,Lamar Jackson,Baltimore Ravens,Las Vegas Raiders,2024-09-05,home,True,False,False,healthy,clear,13,324.3,314.2,317.4,-29.1,2.007796402858758,down,0,243.5,79,7,False
nfl,receptions_over,2.7,travis_kelce,Travis Kelce,Kansas City Chiefs,Baltimore Ravens,2025-03-27,home,False,False,True,healthy,rain,8,6.1,5.7,3.8,-1.1,2.1245624502189244,stable,0,-10.9,33,7,False
nfl,passing_yards_over,219.8,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Tennessee Titans,2024-12-29,away,False,False,True,healthy,clear,27,253.1,241.1,243.2,-23.4,2.1415205876905676,down,0,228.5,39,7,False
nfl,receiving_yards_over,74.5,travis_kelce,Travis Kelce,Kansas City Chiefs,Green Bay Packers,2025-04-21,away,False,False,False,healthy,wind,31,76.5,82.7,78.4,-3.9,2.071338155223341,up,0,44.5,51,7,False
nfl,rushing_yards_under,88.8,derrick_henry,Derrick Henry,Tennessee Titans,Las Vegas Raiders,2025-02-17,away,False,False,False,questionable,rain,10,74.7,87.1,77.4,11.4,2.1224416937463837,stable,0,44.5,33,7,False
nfl,receiving_tds_under,1.6,travis_kelce,Travis Kelce,Kansas City Chiefs,New England Patriots,2024-12-27,away,False,False,False,healthy,clear,31,-16.8,9.6,1.4,0.2,2.182535261790314,up,0,-43.3,78,7,False
nfl,passing_yards_over,201.5,aaron_rodgers,Aaron Rodgers,Green Bay Packers,Kansas City Chiefs,2025-01-20,away,True,False,True,healthy,clear,5,225.7,229.5,226.8,-25.3,2.002100031169073,up,1,209.7,75,7,False
nfl,passing_tds_under,0.7,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,New England Patriots,2024-10-03,away,False,False,False,healthy,clear,17,-11.8,-1.9,1.0,-0.3,2.1532051350289048,up,0,-40.1,84,7,False
nfl,passing_yards_over,240.9,lamar_jackson,Lamar Jackson,Baltimore Ravens,Los Angeles Rams,2024-09-21,away,False,False,False,healthy,clear,12,248.6,248.2,249.3,-8.4,1.8556381290081385,up,1,266.2,34,7,False
nfl,passing_yards_under,210.2,lamar_jackson,Lamar Jackson,Baltimore Ravens,Green Bay Packers,2024-09-18,away,False,False,False,healthy,rain,4,204.1,210.3,219.4,-9.2,2.1541702633573494,up,1,217.8,63,7,False
nfl,receiving_yards_under,52.1,davante_adams,Davante Adams,Las Vegas Raiders,Green Bay Packers,2024-10-29,home,False,False,False,healthy,clear,20,65.9,61.2,46.5,5.6,1.8659622122969446,stable,1,50.3,80,7,False
nfl,passing_yards_over,290.4,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Dallas Cowboys,2025-05-04,home,True,False,False,healthy,clear,3,288.1,283.3,289.2,1.2,1.9071070133157741,stable,1,310.4,78,7,True
nfl,passing_tds_over,2.1,josh_allen,Josh Allen,Buffalo Bills,New England Patriots,2025-05-30,home,False,False,False,healthy,snow,9,14.7,15.0,1.9,0.2,1.963777479234164,down,1,-12.2,75,7,False
nfl,passing_tds_over,1.4,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Tennessee Titans,2025-02-22,home,False,False,False,doubtful,clear,32,18.3,-12.3,1.3,0.1,2.0697457698783235,stable,0,-0.3,45,7,False
nfl,passing_tds_over,1.7,lamar_jackson,Lamar Jackson,Baltimore Ravens,Buffalo Bills,2025-07-07,away,False,False,False,questionable,clear,20,-5.6,6.1,1.2,0.5,1.848619361124716,stable,0,7.1,58,7,False
nfl,rushing_tds_under,1.6,derrick_henry,Derrick Henry,Tennessee Titans,Dallas Cowboys,2025-05-31,away,False,False,False,healthy,rain,3,-2.1,0.7,1.3,0.3,1.8091640041184336,stable,0,-36.2,80,7,False
nfl,passing_tds_under,0.4,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Baltimore Ravens,2024-12-20,home,False,False,True,doubtful,clear,13,-11.6,-6.2,0.9,-0.5,1.9865551832674642,stable,0,-20.2,38,7,False
nfl,passing_yards_over,195.0,josh_allen,Josh Allen,Buffalo Bills,Los Angeles Rams,2024-12-10,home,False,False,False,healthy,snow,10,188.6,219.4,206.6,-11.6,1.7543710643947108,up,0,157.6,77,7,False
nfl,passing_tds_under,1.4,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Las Vegas Raiders,2025-08-15,away,False,False,False,healthy,rain,21,11.3,-2.6,1.0,0.4,1.8724919559862805,down,1,21.0,69,7,False
nfl,passing_tds_under,1.6,josh_allen,Josh Allen,Buffalo Bills,Dallas Cowboys,2024-12-08,home,False,False,True,questionable,clear,2,10.2,10.2,1.9,-0.3,1.9047111521361713,stable,0,-27.5,76,7,False
nfl,receptions_under,5.9,cooper_kupp,Cooper Kupp,Los Angeles Rams,Las Vegas Raiders,2025-03-31,home,False,False,False,healthy,clear,9,-3.8,4.9,5.1,0.8,1.9765462060570127,down,1,28.3,83,7,False
nfl,receiving_yards_under,74.2,davante_adams,Davante Adams,Las Vegas Raiders,Kansas City Chiefs,2025-08-02,home,False,False,False,healthy,rain,23,63.0,84.0,72.8,1.4,2.1134550834918646,up,0,74.7,82,7,False
nfl,passing_yards_under,260.0,lamar_jackson,Lamar Jackson,Baltimore Ravens,Los Angeles Rams,2025-01-25,home,False,False,False,healthy,clear,12,265.1,277.8,272.4,-12.4,2.1772539454156483,stable,1,265.2,74,7,False
nfl,passing_yards_under,229.4,aaron_rodgers,Aaron Rodgers,Green Bay Packers,Tennessee Titans,2025-03-02,away,True,False,True,questionable,rain,20,224.2,246.5,243.8,-14.4,1.8659275139693532,stable,0,207.7,84,7,False
nfl,passing_tds_under,1.1,lamar_jackson,Lamar Jackson,Baltimore Ravens,Dallas Cowboys,2025-02-24,home,False,False,False,healthy,rain,21,7.5,-9.6,1.1,0.0,2.076382667115224,up,1,30.3,68,7,True
nfl,passing_tds_over,1.0,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Buffalo Bills,2024-09-24,home,False,False,True,healthy,clear,31,9.7,5.4,1.1,-0.1,2.069335609459226,down,1,20.2,66,7,False
nfl,passing_tds_over,1.2,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Las Vegas Raiders,2025-07-30,home,False,False,False,healthy,clear,1,-4.1,8.0,0.9,0.3,1.8790358353409164,up,1,-12.1,49,7,False
nfl,passing_tds_under,0.7,aaron_rodgers,Aaron Rodgers,Green Bay Packers,New England Patriots,2025-07-27,away,False,False,False,healthy,wind,28,-16.2,-4.8,1.1,-0.4,1.848229314929347,up,0,-23.8,85,7,False
nfl,receiving_tds_over,1.1,davante_adams,Davante Adams,Las Vegas Raiders,Buffalo Bills,2025-02-21,away,False,False,False,healthy,clear,5,17.4,15.1,1.4,-0.3,1.7864231383910045,up,0,10.7,42,7,False
nfl,receiving_tds_under,1.1,cooper_kupp,Cooper Kupp,Los Angeles Rams,Baltimore Ravens,2025-06-03,home,False,False,False,healthy,wind,28,-16.3,-3.1,0.9,0.2,1.9392146785430149,stable,1,12.6,72,7,False
nfl,passing_tds_under,1.3,patrick_mahomes,Patrick Mahomes,Kansas City Chiefs,Las Vegas Raiders,2024-12-18,home,False,False,False,questionable,clear,32,21.5,-6.0,1.8,-0.5,2.130685898617592,down,0,-18.5,62,7,False
