sport,prop_type,prop_line,player_id,player_name,team,opponent,game_date,location,is_primetime,is_back_to_back,is_divisional,injury_status,weather_conditions,defensive_rank_against,player_avg_last_3,player_avg_last_5,player_avg_season,line_delta,prop_odds,market_movement,actual_result,actual_value,temperature,rest_days,is_playoff
nba,blocks_over,7.1,stephen_curry,Stephen Curry,Golden State Warriors,Milwaukee Bucks,2025-05-16,home,False,False,False,healthy,indoor,5,4.9,6.7,7.5,-0.4,2.071337476693557,up,1,9.9,,1,False
nba,steals_under,3.4,joel_embiid,Joel Embiid,Philadelphia 76ers,Chicago Bulls,2025-02-03,away,False,False,False,healthy,indoor,14,4.2,3.4,3.2,0.2,1.9135203730480284,stable,0,-4.0,,1,False
nba,rebounds_over,7.3,joel_embiid,Joel Embiid,Philadelphia 76ers,Milwaukee Bucks,2025-06-15,home,False,False,False,healthy,indoor,4,9.3,9.6,9.1,-1.8,2.0816645506877087,up,1,4.3,,1,False
nba,rebounds_over,3.5,luka_doncic,Luka Doncic,Dallas Mavericks,Philadelphia 76ers,2024-10-24,home,False,True,False,healthy,indoor,1,4.8,3.3,4.8,-1.3,2.143941162537656,stable,1,7.0,,0,False
nba,threes_under,1.4,joel_embiid,Joel Embiid,Philadelphia 76ers,Dallas Mavericks,2024-12-23,home,False,False,False,healthy,indoor,23,1.8,2.6,1.9,-0.5,1.937497125214655,down,1,-0.3,,1,False
nba,threes_under,3.6,lebron_james,LeBron James,Los Angeles Lakers,Phoenix Suns,2024-09-10,home,True,False,False,healthy,indoor,15,5.6,2.1,4.0,-0.4,2.0373089928607078,up,0,1.8,,1,False
nba,rebounds_under,5.8,jayson_tatum,Jayson Tatum,Boston Celtics,Denver Nuggets,2025-07-22,home,False,True,False,questionable,indoor,9,6.9,5.9,5.7,0.1,2.164323097486381,stable,0,6.7,,0,False
nba,blocks_under,7.7,lebron_james,LeBron James,Los Angeles Lakers,Phoenix Suns,2025-07-27,home,False,False,False,healthy,indoor,21,7.9,5.3,6.7,1.0,1.8780101467570165,stable,1,10.9,,1,True
nba,minutes_under,5.3,stephen_curry,Stephen Curry,Golden State Warriors,Chicago Bulls,2025-07-02,home,True,False,False,healthy,indoor,13,3.0,4.7,5.6,-0.3,2.106095065156667,stable,0,-2.6,,1,True
nba,assists_over,4.9,lebron_james,LeBron James,Los Angeles Lakers,Denver Nuggets,2025-02-26,away,False,False,False,healthy,indoor,16,4.0,3.1,4.4,0.5,1.9957036607832621,up,1,4.2,,1,True
nba,threes_over,5.2,joel_embiid,Joel Embiid,Philadelphia 76ers,Dallas Mavericks,2025-03-07,home,True,False,False,healthy,indoor,9,5.1,6.2,5.5,-0.3,2.1752580268516706,stable,0,-1.4,,1,False
nba,minutes_under,7.0,stephen_curry,Stephen Curry,Golden State Warriors,Boston Celtics,2025-02-07,home,False,False,False,healthy,indoor,18,4.9,5.6,7.0,0.0,1.9769158278196854,down,0,4.6,,1,False
nba,blocks_under,3.9,joel_embiid,Joel Embiid,Philadelphia 76ers,Chicago Bulls,2025-07-30,away,True,False,False,healthy,indoor,5,5.2,2.0,3.7,0.2,2.0898996537362624,stable,1,1.8,,1,False
nba,rebounds_over,11.6,luka_doncic,Luka Doncic,Dallas Mavericks,Boston Celtics,2025-02-12,away,False,True,False,healthy,indoor,7,12.8,12.9,11.3,0.3,2.170782445741136,down,0,7.0,,0,False
nba,blocks_under,1.6,lebron_james,LeBron James,Los Angeles Lakers,Dallas Mavericks,2024-10-23,home,True,False,False,healthy,indoor,9,2.9,1.8,1.1,0.5,2.1099005427644824,stable,1,-2.1,,1,True
nba,points_over,23.8,lebron_james,LeBron James,Los Angeles Lakers,Golden State Warriors,2025-03-30,home,False,True,False,healthy,indoor,12,23.9,25.8,24.8,-1.0,1.844874301676292,down,0,24.3,,0,False
nba,rebounds_over,13.6,jayson_tatum,Jayson Tatum,Boston Celtics,Chicago Bulls,2025-07-24,away,True,False,False,healthy,indoor,27,13.7,12.0,11.7,1.9,2.0120589899151216,stable,0,11.8,,1,False
nba,threes_under,5.3,jayson_tatum,Jayson Tatum,Boston Celtics,Milwaukee Bucks,2025-05-26,away,False,False,False,doubtful,indoor,8,6.3,3.7,4.4,0.9,1.8361211591030877,stable,0,3.6,,1,False
nba,blocks_over,1.0,stephen_curry,Stephen Curry,Golden State Warriors,Los Angeles Lakers,2025-07-01,home,False,False,False,healthy,indoor,28,-0.1,0.6,1.4,-0.4,1.88707076244131,down,0,-0.2,,1,False
nba,rebounds_under,13.0,lebron_james,LeBron James,Los Angeles Lakers,Dallas Mavericks,2025-03-18,away,False,False,False,doubtful,indoor,29,13.3,10.6,11.1,1.9,1.878398639450037,stable,1,16.2,,1,False
nba,assists_over,5.6,nikola_jokic,Nikola Jokic,Denver Nuggets,Chicago Bulls,2024-12-11,away,True,False,False,healthy,indoor,29,3.7,5.2,3.8,1.8,2.1527140227329453,down,1,1.6,,1,False
nba,rebounds_over,9.9,lebron_james,LeBron James,Los Angeles Lakers,Denver Nuggets,2024-08-23,home,False,False,False,healthy,indoor,5,9.1,8.9,10.6,-0.7,1.8595300586182955,stable,1,5.3,,1,False
nba,rebounds_over,7.0,joel_embiid,Joel Embiid,Philadelphia 76ers,Denver Nuggets,2024-09-27,away,False,False,False,healthy,indoor,20,7.0,5.8,7.2,-0.2,2.0180188995589154,stable,0,8.5,,1,False
nba,blocks_under,2.1,nikola_jokic,Nikola Jokic,Denver Nuggets,Philadelphia 76ers,2024-12-30,home,False,True,False,questionable,indoor,5,4.2,2.9,2.3,-0.2,1.8884270148893716,stable,0,-4.2,,0,False
nba,minutes_under,3.6,luka_doncic,Luka Doncic,Dallas Mavericks,Golden State Warriors,2025-02-13,home,False,False,False,healthy,indoor,27,3.2,4.8,2.8,0.8,2.1261835614474074,down,0,-2.1,,1,False
nba,assists_over,3.7,lebron_james,LeBron James,Los Angeles Lakers,Denver Nuggets,2025-06-17,home,True,False,False,healthy,indoor,16,1.2,3.6,3.5,0.2,1.9303631100554894,stable,1,7.0,,1,False
nba,threes_over,6.9,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Golden State Warriors,2024-10-07,away,False,False,False,questionable,indoor,23,4.0,5.3,6.3,0.6,1.9973231578602557,up,1,3.2,,1,False
nba,blocks_under,2.0,stephen_curry,Stephen Curry,Golden State Warriors,Philadelphia 76ers,2025-08-19,away,True,False,False,healthy,indoor,29,0.9,1.7,2.7,-0.7,1.944170127933197,stable,0,-2.2,,1,False
nba,blocks_over,1.3,nikola_jokic,Nikola Jokic,Denver Nuggets,Miami Heat,2025-01-29,away,False,False,False,doubtful,indoor,24,4.9,4.0,2.2,-0.9,1.886703220137938,down,0,1.2,,1,False
nba,rebounds_under,5.7,lebron_james,LeBron James,Los Angeles Lakers,Boston Celtics,2025-05-16,home,True,False,False,questionable,indoor,25,3.4,3.9,5.3,0.4,2.186074173226187,stable,1,3.2,,1,False
nba,threes_under,4.1,luka_doncic,Luka Doncic,Dallas Mavericks,Denver Nuggets,2024-12-12,away,False,False,False,healthy,indoor,30,3.0,4.1,4.9,-0.8,1.9339798213969175,down,1,4.8,,1,False
nba,assists_over,6.3,jayson_tatum,Jayson Tatum,Boston Celtics,Los Angeles Lakers,2024-12-01,away,False,True,False,healthy,indoor,9,6.2,5.6,5.3,1.0,1.9178268900492423,down,0,7.3,,0,False
nba,rebounds_over,9.7,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Philadelphia 76ers,2024-09-15,home,False,False,False,healthy,indoor,8,7.6,7.9,8.5,1.2,2.0240697381689787,stable,1,5.6,,1,False
nba,blocks_under,7.6,nikola_jokic,Nikola Jokic,Denver Nuggets,Milwaukee Bucks,2025-02-19,away,False,True,False,questionable,indoor,17,4.6,7.1,7.2,0.4,2.198459376429634,stable,0,8.6,,0,True
nba,rebounds_under,7.7,stephen_curry,Stephen Curry,Golden State Warriors,Boston Celtics,2025-03-15,home,False,False,False,healthy,indoor,27,5.9,6.1,6.2,1.5,2.147584574700551,stable,1,12.6,,1,False
nba,blocks_over,6.9,nikola_jokic,Nikola Jokic,Denver Nuggets,Miami Heat,2025-04-08,home,True,True,False,healthy,indoor,19,7.8,5.8,7.3,-0.4,1.9824225888151763,down,0,4.1,,0,False
nba,blocks_under,2.3,luka_doncic,Luka Doncic,Dallas Mavericks,Los Angeles Lakers,2025-02-04,home,True,False,False,healthy,indoor,21,4.4,2.6,2.5,-0.2,1.9960262139450562,up,1,0.6,,1,True
nba,steals_under,1.1,kevin_durant,Kevin Durant,Phoenix Suns,Milwaukee Bucks,2025-02-12,away,False,False,False,healthy,indoor,25,3.5,1.8,2.0,-0.9,1.8157850444151136,stable,0,0.1,,1,False
nba,assists_under,2.1,nikola_jokic,Nikola Jokic,Denver Nuggets,Boston Celtics,2025-05-25,home,False,False,False,healthy,indoor,22,-0.1,3.2,2.1,0.0,2.1905076041187015,up,0,0.8,,1,False
nba,points_over,24.2,jayson_tatum,Jayson Tatum,Boston Celtics,Miami Heat,2025-01-26,home,False,False,False,healthy,indoor,15,20.4,20.9,20.5,3.7,1.9513563034371557,up,0,18.0,,1,False
nba,minutes_over,3.0,kevin_durant,Kevin Durant,Phoenix Suns,Miami Heat,2025-01-04,away,False,False,False,healthy,indoor,20,3.7,3.0,3.5,-0.5,2.1998817025501123,stable,1,0.4,,1,False
nba,steals_over,5.7,lebron_james,LeBron James,Los Angeles Lakers,Golden State Warriors,2025-05-21,away,False,False,False,healthy,indoor,8,8.8,7.8,6.6,-0.9,1.8853601920096748,down,1,3.6,,1,False
nba,minutes_over,4.8,jayson_tatum,Jayson Tatum,Boston Celtics,Los Angeles Lakers,2025-03-06,home,False,False,False,healthy,indoor,26,6.9,4.1,4.3,0.5,2.145918580750972,down,1,2.9,,1,False
nba,blocks_over,1.9,stephen_curry,Stephen Curry,Golden State Warriors,Dallas Mavericks,2024-09-25,away,False,False,False,healthy,indoor,23,-1.1,3.0,1.2,0.7,1.8554445168303413,down,0,-5.2,,1,False
nba,blocks_under,6.6,joel_embiid,Joel Embiid,Philadelphia 76ers,Miami Heat,2024-12-24,home,False,True,False,healthy,indoor,20,8.5,7.8,6.6,0.0,2.0836606214203073,stable,0,-1.0,,0,False
nba,rebounds_under,4.9,kevin_durant,Kevin Durant,Phoenix Suns,Milwaukee Bucks,2025-07-25,away,False,True,False,healthy,indoor,19,4.8,2.7,4.3,0.6,1.9074541985396574,up,1,7.8,,0,False
nba,assists_under,4.5,lebron_james,LeBron James,Los Angeles Lakers,Dallas Mavericks,2025-04-02,home,False,False,False,healthy,indoor,1,4.0,3.7,3.7,0.8,2.183770324033209,stable,1,6.0,,1,False
nba,rebounds_over,6.6,nikola_jokic,Nikola Jokic,Denver Nuggets,Milwaukee Bucks,2025-01-01,home,False,False,False,healthy,indoor,2,6.4,5.0,5.4,1.2,1.8173177656255963,down,1,11.1,,1,False
nba,threes_under,1.8,stephen_curry,Stephen Curry,Golden State Warriors,Chicago Bulls,2025-04-04,home,False,False,False,healthy,indoor,16,3.6,1.0,2.1,-0.3,2.156768202801614,up,0,3.3,,1,False
nba,blocks_under,5.5,nikola_jokic,Nikola Jokic,Denver Nuggets,Philadelphia 76ers,2025-06-29,away,False,False,False,healthy,indoor,21,5.6,3.1,4.5,1.0,2.020389332424912,stable,1,9.4,,1,False
nba,points_under,21.6,joel_embiid,Joel Embiid,Philadelphia 76ers,Dallas Mavericks,2025-01-21,home,True,True,False,healthy,indoor,25,24.1,22.4,22.4,-0.8,2.0238272327460223,stable,0,21.3,,0,False
nba,blocks_over,1.9,nikola_jokic,Nikola Jokic,Denver Nuggets,Los Angeles Lakers,2025-08-12,away,False,False,False,healthy,indoor,18,0.7,2.3,1.9,-0.0,2.114325610665976,stable,0,2.8,,1,False
nba,assists_over,0.9,lebron_james,LeBron James,Los Angeles Lakers,Denver Nuggets,2025-01-17,away,False,False,False,questionable,indoor,9,5.2,0.9,2.7,-1.8,2.180330645005403,stable,1,3.3,,1,False
nba,steals_under,6.5,nikola_jokic,Nikola Jokic,Denver Nuggets,Chicago Bulls,2024-09-10,away,False,False,False,healthy,indoor,28,7.2,8.5,7.0,-0.5,2.009100334830484,up,0,1.3,,1,False
nba,rebounds_under,11.1,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Philadelphia 76ers,2025-08-06,home,False,False,False,healthy,indoor,25,9.2,10.0,11.3,-0.2,1.9411653053481037,stable,1,7.1,,1,True
nba,rebounds_over,13.4,stephen_curry,Stephen Curry,Golden State Warriors,Boston Celtics,2024-10-04,home,False,False,False,healthy,indoor,18,9.0,10.9,11.8,1.6,1.8714105897339695,stable,0,14.3,,1,False
nba,assists_over,9.6,jayson_tatum,Jayson Tatum,Boston Celtics,Milwaukee Bucks,2025-08-07,away,False,False,False,questionable,indoor,26,6.7,11.3,9.4,0.2,1.9956937618520192,down,0,10.4,,1,False
nba,steals_over,1.9,lebron_james,LeBron James,Los Angeles Lakers,Philadelphia 76ers,2025-04-05,away,True,False,False,healthy,indoor,14,1.9,-0.1,1.9,0.0,2.1037990754810236,stable,1,4.6,,1,False
nba,rebounds_over,5.7,kevin_durant,Kevin Durant,Phoenix Suns,Golden State Warriors,2025-02-10,away,True,False,False,questionable,indoor,6,2.6,5.6,4.4,1.3,2.0773092398968416,down,0,4.1,,1,False
nba,minutes_over,4.9,jayson_tatum,Jayson Tatum,Boston Celtics,Phoenix Suns,2025-04-09,home,False,True,False,healthy,indoor,17,5.7,5.6,5.6,-0.7,1.9528098066004669,down,1,8.6,,0,False
nba,points_over,14.3,luka_doncic,Luka Doncic,Dallas Mavericks,Los Angeles Lakers,2025-02-10,away,False,False,False,healthy,indoor,20,20.8,17.2,18.5,-4.2,1.8301084058886128,stable,1,12.7,,1,False
nba,steals_over,1.2,lebron_james,LeBron James,Los Angeles Lakers,Dallas Mavericks,2025-06-27,home,False,False,False,healthy,indoor,14,1.3,3.1,1.1,0.1,1.9497091218113518,stable,0,-3.6,,1,False
nba,blocks_over,3.8,lebron_james,LeBron James,Los Angeles Lakers,Denver Nuggets,2024-11-02,away,False,False,False,questionable,indoor,10,2.6,1.7,3.4,0.4,2.040381857783852,down,0,3.0,,1,False
nba,minutes_under,3.2,jayson_tatum,Jayson Tatum,Boston Celtics,Phoenix Suns,2025-04-05,away,False,False,False,healthy,indoor,22,3.3,1.2,3.2,0.0,2.148404543672434,stable,1,6.0,,1,False
nba,points_under,29.6,luka_doncic,Luka Doncic,Dallas Mavericks,Golden State Warriors,2025-05-13,away,True,False,False,healthy,indoor,1,28.4,26.5,26.5,3.1,1.805607620394248,up,1,29.8,,1,False
nba,blocks_over,4.0,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Dallas Mavericks,2025-06-01,home,False,False,False,healthy,indoor,7,3.3,3.6,3.5,0.5,1.9741178730379874,down,1,7.7,,1,False
nba,points_over,29.7,kevin_durant,Kevin Durant,Phoenix Suns,Boston Celtics,2025-08-09,home,False,True,False,healthy,indoor,10,32.9,28.2,30.1,-0.4,2.042282362447126,up,0,27.7,,0,False
nba,points_over,19.4,kevin_durant,Kevin Durant,Phoenix Suns,Boston Celtics,2024-10-19,away,False,False,False,healthy,indoor,14,16.7,16.1,17.9,1.5,1.9370641702678513,stable,1,20.8,,1,False
nba,minutes_under,2.8,jayson_tatum,Jayson Tatum,Boston Celtics,Golden State Warriors,2024-11-08,away,False,False,False,questionable,indoor,14,0.2,3.0,2.2,0.6,1.9586312481066401,down,0,2.9,,1,False
nba,blocks_over,6.8,stephen_curry,Stephen Curry,Golden State Warriors,Philadelphia 76ers,2025-04-13,home,False,False,False,healthy,indoor,4,4.7,6.6,7.5,-0.7,2.1115945957902302,up,0,6.3,,1,False
nba,blocks_over,2.5,lebron_james,LeBron James,Los Angeles Lakers,Chicago Bulls,2025-05-21,home,False,True,False,healthy,indoor,11,2.6,0.9,1.8,0.7,1.809301836069255,up,1,2.0,,0,False
nba,blocks_under,3.5,stephen_curry,Stephen Curry,Golden State Warriors,Dallas Mavericks,2025-02-09,home,False,False,False,healthy,indoor,16,4.0,1.6,3.2,0.3,1.9042020428319568,up,1,6.7,,1,False
nba,threes_under,5.9,luka_doncic,Luka Doncic,Dallas Mavericks,Los Angeles Lakers,2024-10-11,home,False,True,False,healthy,indoor,13,4.2,6.4,5.1,0.8,2.1164324915687023,stable,1,10.2,,0,False
nba,assists_over,3.1,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Golden State Warriors,2025-01-29,home,False,False,False,questionable,indoor,21,2.3,3.3,4.8,-1.7,2.101460028032557,down,1,6.4,,1,False
nba,points_over,26.3,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Miami Heat,2025-08-07,away,False,False,False,healthy,indoor,6,32.1,28.3,29.8,-3.5,2.089042077884487,down,0,21.2,,1,False
nba,steals_over,6.8,lebron_james,LeBron James,Los Angeles Lakers,Chicago Bulls,2025-02-25,away,False,False,False,healthy,indoor,2,5.6,8.8,7.3,-0.5,2.0922470476600408,up,0,2.6,,1,False
nba,steals_under,5.6,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Phoenix Suns,2025-02-14,away,True,False,False,questionable,indoor,28,8.5,6.8,5.6,-0.0,1.8136216555659428,stable,1,1.4,,1,False
nba,steals_under,7.4,lebron_james,LeBron James,Los Angeles Lakers,Miami Heat,2024-09-13,away,False,False,False,healthy,indoor,6,10.0,7.2,7.5,-0.1,1.9911407979449758,up,0,8.3,,1,False
nba,threes_over,2.8,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Miami Heat,2025-04-23,away,False,True,False,healthy,indoor,23,1.1,1.9,3.6,-0.8,2.0107904386586797,stable,0,3.2,,0,False
nba,rebounds_under,6.6,jayson_tatum,Jayson Tatum,Boston Celtics,Dallas Mavericks,2024-10-20,away,False,True,False,healthy,indoor,26,3.9,5.3,5.1,1.5,2.0430780367311985,down,1,8.2,,0,True
nba,rebounds_under,10.0,jayson_tatum,Jayson Tatum,Boston Celtics,Chicago Bulls,2025-02-18,home,False,False,False,doubtful,indoor,28,6.3,6.0,8.0,2.0,1.98972392712605,down,0,4.0,,1,False
nba,steals_under,1.9,stephen_curry,Stephen Curry,Golden State Warriors,Los Angeles Lakers,2024-11-07,home,False,False,False,healthy,indoor,2,0.2,2.2,2.4,-0.5,1.927344202957094,down,0,-2.2,,1,False
nba,steals_over,1.1,lebron_james,LeBron James,Los Angeles Lakers,Chicago Bulls,2024-09-13,away,False,True,False,healthy,indoor,18,3.9,1.5,1.2,-0.1,2.10525833471838,down,0,2.0,,0,False
nba,rebounds_under,6.1,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Boston Celtics,2025-01-27,home,False,True,False,healthy,indoor,16,5.9,3.7,4.5,1.6,2.194524834450926,down,1,2.4,,0,False
nba,blocks_under,6.1,jayson_tatum,Jayson Tatum,Boston Celtics,Dallas Mavericks,2025-05-18,away,True,False,False,questionable,indoor,26,5.6,7.3,7.0,-0.9,1.9936628441948716,down,1,7.2,,1,False
nba,steals_under,1.1,joel_embiid,Joel Embiid,Philadelphia 76ers,Boston Celtics,2024-11-11,away,False,False,False,questionable,indoor,14,0.5,0.1,1.9,-0.8,2.1091121657828267,down,0,-6.8,,1,False
nba,points_under,19.8,kevin_durant,Kevin Durant,Phoenix Suns,Dallas Mavericks,2024-11-01,home,False,True,False,healthy,indoor,19,22.9,24.3,24.7,-4.9,1.8323829710234754,up,1,17.1,,0,True
nba,points_over,29.5,lebron_james,LeBron James,Los Angeles Lakers,Philadelphia 76ers,2025-01-02,home,False,False,False,healthy,indoor,8,29.2,29.0,28.7,0.8,1.9662075610540595,down,0,26.3,,1,False
nba,points_over,22.9,nikola_jokic,Nikola Jokic,Denver Nuggets,Milwaukee Bucks,2025-05-26,away,False,True,False,healthy,indoor,30,28.4,27.1,26.0,-3.1,1.864928694678785,stable,1,25.2,,0,True
nba,minutes_under,6.5,stephen_curry,Stephen Curry,Golden State Warriors,Dallas Mavericks,2024-09-03,home,False,False,False,doubtful,indoor,18,7.3,7.8,6.6,-0.1,1.8415783719978662,up,0,5.9,,1,False
nba,threes_over,6.2,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Phoenix Suns,2025-06-16,home,False,False,False,healthy,indoor,17,2.8,5.3,5.5,0.7,2.0520672370935467,stable,0,-1.6,,1,False
nba,points_over,23.1,jayson_tatum,Jayson Tatum,Boston Celtics,Miami Heat,2025-03-10,away,False,False,False,healthy,indoor,17,23.7,27.6,25.7,-2.6,1.8116185600915022,down,0,15.3,,1,False
nba,steals_under,3.5,lebron_james,LeBron James,Los Angeles Lakers,Phoenix Suns,2024-12-19,home,False,False,False,healthy,indoor,19,4.9,2.7,3.3,0.2,1.8332152817203808,stable,1,7.4,,1,False
nba,minutes_over,6.3,joel_embiid,Joel Embiid,Philadelphia 76ers,Phoenix Suns,2025-01-21,home,False,False,False,healthy,indoor,3,5.8,5.9,7.1,-0.8,1.9594513968594387,down,1,6.4,,1,False
nba,assists_under,8.3,luka_doncic,Luka Doncic,Dallas Mavericks,Denver Nuggets,2025-05-04,home,False,False,False,healthy,indoor,8,9.8,7.0,9.0,-0.7,1.8851802976996015,down,0,9.3,,1,False
nba,minutes_over,5.0,stephen_curry,Stephen Curry,Golden State Warriors,Milwaukee Bucks,2025-07-30,away,False,False,False,healthy,indoor,11,4.1,3.1,5.1,-0.1,1.8062992166570448,up,0,3.8,,1,True
nba,assists_over,5.5,nikola_jokic,Nikola Jokic,Denver Nuggets,Milwaukee Bucks,2024-11-26,home,False,False,False,questionable,indoor,17,0.9,5.5,3.6,1.9,2.13404606171522,up,0,-0.6,,1,False
nba,steals_under,7.9,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Miami Heat,2025-05-02,away,False,False,False,healthy,indoor,17,9.6,6.9,8.0,-0.1,2.0715183896147087,up,1,10.9,,1,False
nba,rebounds_over,8.6,kevin_durant,Kevin Durant,Phoenix Suns,Philadelphia 76ers,2025-08-06,away,True,False,False,healthy,indoor,1,6.0,8.2,7.8,0.8,1.9699282221297438,down,1,6.9,,1,False
nba,threes_under,2.0,nikola_jokic,Nikola Jokic,Denver Nuggets,Golden State Warriors,2025-06-04,home,True,False,False,healthy,indoor,30,0.2,3.0,1.3,0.7,1.9339856510787505,up,1,-1.3,,1,False
nba,points_under,18.4,luka_doncic,Luka Doncic,Dallas Mavericks,Boston Celtics,2025-06-21,home,False,False,False,healthy,indoor,13,17.0,17.7,19.6,-1.2,2.065698393317917,stable,1,14.5,,1,False
nba,threes_under,3.7,jayson_tatum,Jayson Tatum,Boston Celtics,Chicago Bulls,2025-02-12,away,False,False,False,healthy,indoor,5,5.6,2.7,2.8,0.9,2.1525696158888468,up,0,-3.3,,1,False
nba,steals_under,8.6,lebron_james,LeBron James,Los Angeles Lakers,Milwaukee Bucks,2024-10-12,home,False,False,False,healthy,indoor,18,7.5,9.4,7.8,0.8,2.067265274007734,up,0,10.2,,1,False
nba,minutes_over,3.1,stephen_curry,Stephen Curry,Golden State Warriors,Denver Nuggets,2025-05-11,away,False,True,False,questionable,indoor,13,1.3,2.3,3.3,-0.2,1.9582975071202344,stable,0,-1.3,,0,False
nba,assists_under,7.3,lebron_james,LeBron James,Los Angeles Lakers,Dallas Mavericks,2025-02-02,home,False,True,False,healthy,indoor,17,9.7,6.6,6.9,0.4,1.9340204451059106,stable,1,2.9,,0,False
nba,threes_over,5.6,nikola_jokic,Nikola Jokic,Denver Nuggets,Golden State Warriors,2025-08-01,home,False,False,False,healthy,indoor,25,4.2,6.0,4.8,0.8,2.086417038502338,stable,1,9.5,,1,False
nba,points_over,34.4,joel_embiid,Joel Embiid,Philadelphia 76ers,Los Angeles Lakers,2025-03-06,home,False,False,False,healthy,indoor,26,32.1,28.7,29.7,4.7,2.0056638092994894,stable,0,30.7,,1,False
nba,rebounds_under,12.2,lebron_james,LeBron James,Los Angeles Lakers,Phoenix Suns,2024-09-03,away,False,False,False,questionable,indoor,20,10.7,13.3,11.8,0.4,2.146343754564314,down,0,10.3,,1,False
nba,threes_over,1.9,stephen_curry,Stephen Curry,Golden State Warriors,Los Angeles Lakers,2025-04-22,away,True,False,False,healthy,indoor,15,-1.8,2.0,1.2,0.7,1.887640051670992,stable,0,3.8,,1,False
nba,steals_over,6.9,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Los Angeles Lakers,2025-04-17,away,False,False,False,healthy,indoor,13,7.7,6.3,6.7,0.2,2.1469805041025705,up,1,3.2,,1,False
