id,author,timestamp,text,url,favoriteCount,retweetCount,replyCount,viewCount,injury_severity
1.9369509446351631e+18,InStreetClothes,Mon Jun 23 00:54:26 +0000 2025,"If Haliburton did indeed tear his Achilles, that would be the 8th Achilles tear of the season. The previous high was 5 (14-15). The total doesn't include Thanasis Antetokounmpo who tore his in the offseason or prospect Jalon Moore who was injured in a recent pre-draft workout.",https://x.com/InStreetClothes/status/1936950944635163011,,653.0,121.0,638090.0,out_for_season
1.940213185190953e+18,InStreetClothes,Wed Jul 02 00:57:25 +0000 2025,Jaren Jackson Jr. Injury Update: The term turf toe is used to describe a sprain of the 1st metatarsophalangeal (MTP) joint of the big toe. Surgery is often needed when the plantar plate ruptures. Others to suffer a similar injury include Blake Griffin & Myles Turner. Average lost time for NBA cases that needed surgery is ~3 months.,https://x.com/InStreetClothes/status/1940213185190953079,,70.0,9.0,173045.0,out_for_season
1.9453028347962332e+18,katywinge,Wed Jul 16 02:01:52 +0000 2025,Boo Buie has a low back contusion and is questionable to return for the Nuggets in summer league,https://x.com/katywinge/status/1945302834796233187,,,1.0,6546.0,day_to_day
1.9462879079011453e+18,ShamsCharania,Fri Jul 18 19:16:12 +0000 2025,Pelicans forward/center Derik Queen underwent surgery to repair a torn scapholunate ligament in his left wrist and will be re-evaluated in 12 weeks.,https://x.com/ShamsCharania/status/1946287907901145397,,439.0,530.0,2085105.0,out_for_season
1.9455930078786524e+18,RotoWireNBA,Wed Jul 16 21:14:55 +0000 2025,Josh Hart: Undergoes finger surgery https://t.co/LnyaobP0WG,https://x.com/RotoWireNBA/status/1945593007878652328,,,,1661.0,out_for_season
1.9455506901237599e+18,RotoWireNBA,Wed Jul 16 18:26:45 +0000 2025,Ace Bailey: Remains sidelined vs. Wizards https://t.co/DSlj3l8k7H,https://x.com/RotoWireNBA/status/1945550690123759979,,,,1297.0,minor
1.9451819770631578e+18,RotoWireNBA,Tue Jul 15 18:01:37 +0000 2025,Dereck Lively: Undergoes foot surgery https://t.co/mZgiqQqZWs,https://x.com/RotoWireNBA/status/1945181977063157866,,,,1085.0,out_for_season
1.944892164137202e+18,RotoWireNBA,Mon Jul 14 22:50:00 +0000 2025,Paul George: Undergoes knee surgery https://t.co/EechQpSzvN,https://x.com/RotoWireNBA/status/1944892164137201966,,,,1174.0,out_for_season
1.9346990099581586e+18,InStreetClothes,Mon Jun 16 19:46:03 +0000 2025,"For those looking for more information on Maddy Siegrist, check out my prior breakdown of the injury following Kobe’s tibial plateau fracture: https://t.co/OWC2sViGNV",https://x.com/InStreetClothes/status/1934699009958158492,,,1.0,2633.0,out_for_season
1.9346979679837102e+18,InStreetClothes,Mon Jun 16 19:41:55 +0000 2025,"Tibial plateau fractures are relatively uncommon but several notable basketball players, including Kobe Bryant and teammate Paige Bueckers, have suffered the injury. Average time lost for cases in the NBA is ~10 weeks.",https://x.com/InStreetClothes/status/1934697967983710259,,1.0,1.0,5732.0,out_for_season
1.933311815079113e+18,InStreetClothes,Thu Jun 12 23:53:50 +0000 2025,All the post GSW accomplishments Kevin Durant mentioned are even more impressive considering it was AFTER he tore his Achilles. He’s an outlier for what it means to come back from that injury and I hope Jayson Tatum joins him,https://x.com/InStreetClothes/status/1933311815079113003,,5.0,3.0,6581.0,out_for_season
1.9321247257840522e+18,InStreetClothes,Mon Jun 09 17:16:46 +0000 2025,"Darius Garland Update: Cleveland announced their All-Star guard required surgery on his previously sprained big toe. Other players to undergo similar procedures include Devin Harris, Blake Griffin, &amp; Jared Dudley. Based on these cases, a return by training camp seems realistic.",https://x.com/InStreetClothes/status/1932124725784052118,,5.0,,5941.0,out_for_season
1.9314576605552435e+18,InStreetClothes,Sat Jun 07 21:06:05 +0000 2025,"Zach Edey's left ankle issues date back to last year's Summer League &amp; carried over into the season. He missed 12 games following a sprain in November &amp; another late in the year with left ankle soreness. His ligament(s) were clearly pushed past their yield point, thus surgery.",https://x.com/InStreetClothes/status/1931457660555243534,,5.0,,3968.0,out_for_season
1.9296138944037115e+18,InStreetClothes,Mon Jun 02 18:59:37 +0000 2025,My latest Fantasy Baseball Injury Report for @Rotowire: Betts Day to Day With Broken Toe https://t.co/QRYRDNXSix,https://x.com/InStreetClothes/status/1929613894403711417,,2.0,2.0,3671.0,day_to_day
1.9373643602651425e+18,DanBesbris,Tue Jun 24 04:17:12 +0000 2025,"This reads like the Blazers BADLY want Holiday, which I guess is possible, but something feels off.

If they want him to be their veteran on-court leader, this could be a really nice fantasy season for Jrue...",https://x.com/DanBesbris/status/1937364360265142557,,,2.0,9213.0,unconfirmed
1.945265080427537e+18,katywinge,Tue Jul 15 23:31:51 +0000 2025,"RT @AltitudeTV: Hey Nuggets Nation! 

We’re currently experiencing technical difficulties. We’ll go live as soon as possible and keep you u…",https://x.com/katywinge/status/1945265080427536897,,1.0,,,unconfirmed
1.9086518218007636e+18,GrizzliesPR,Sat Apr 05 22:43:50 +0000 2025,"Status Update: 

Ja Morant (Illness) is questionable tonight at Detroit.",https://x.com/GrizzliesPR/status/1908651821800763550,,14.0,43.0,276008.0,day_to_day
1.9071910569840684e+18,GrizzliesPR,Tue Apr 01 21:59:16 +0000 2025,"Status Update:

Vince Williams Jr. (Illness) is questionable tonight against Golden State.",https://x.com/GrizzliesPR/status/1907191056984068225,,7.0,20.0,56451.0,day_to_day
1.9459583629123136e+18,ShamsCharania,Thu Jul 17 21:26:42 +0000 2025,"Lillard will use the 2025-26 season to rehabilitate a torn Achilles tendon, but a return to the franchise and Portland where his family and kids reside were of the ultimate importance. He also had multiple mid-level exception and minimum offers from NBA contenders.",https://x.com/ShamsCharania/status/1945958362912313726,,527.0,109.0,1634795.0,out_for_season
1.9451799818788378e+18,ShamsCharania,Tue Jul 15 17:53:42 +0000 2025,"Dallas Mavericks center Dereck Lively II has undergone surgery to clean up bone spurs in his right foot, sources tell ESPN. He is expected to be healthy for training camp. https://t.co/OdzHjV3zA8",https://x.com/ShamsCharania/status/1945179981878837665,,568.0,318.0,1736375.0,out_for_season
1.9031379842303306e+18,GrizzliesPR,Fri Mar 21 17:33:48 +0000 2025,"Status Update:

Desmond Bane (low back soreness) is questionable tonight against the Clippers.",https://x.com/GrizzliesPR/status/1903137984230330674,,14.0,68.0,255102.0,day_to_day
1.9028735823274355e+18,GrizzliesPR,Fri Mar 21 00:03:10 +0000 2025,"Status Report: @memgrizz at @LAClippers, March 21: https://t.co/KQaZf3uQx1",https://x.com/GrizzliesPR/status/1902873582327435573,,26.0,72.0,221791.0,out_for_season
1.922427112369058e+18,InStreetClothes,Tue May 13 23:01:55 +0000 2025,Jayson Tatum becomes the sixth Achilles tear in the NBA since summer league and that doesn't include two-way guard Dru Smith. More here: https://t.co/rpox6LeYq3,https://x.com/InStreetClothes/status/1922427112369058089,,9.0,3.0,8058.0,out_for_season
1.9223966512405384e+18,InStreetClothes,Tue May 13 21:00:52 +0000 2025,New on InStreetClothes: Understanding Jayson Tatum’s Achilles Tear: https://t.co/rpox6LeYq3,https://x.com/InStreetClothes/status/1922396651240538424,,9.0,2.0,17541.0,out_for_season
1.9221196596685827e+18,InStreetClothes,Tue May 13 02:40:12 +0000 2025,"I absolutely hate seeing Tatum go down. Will provide more analysis when more context to the injury is available but, as multiple people have pointed out, the Achilles is the biggest concern.",https://x.com/InStreetClothes/status/1922119659668582712,,7.0,3.0,8550.0,out_for_season
1.9201587987207583e+18,InStreetClothes,Wed May 07 16:48:27 +0000 2025,"Steph is dealing with a Grade 1 strain. If he misses the average time lost, a return in Game 6 or Game 7 is plausible.",https://x.com/InStreetClothes/status/1920158798720758246,,56.0,7.0,275754.0,minor
1.9503296671115843e+18,twithersCLE,Tue Jul 29 22:56:42 +0000 2025,"Browns CB Martin Emerson Jr. suffers Achilles tendon injury in practice; team awaiting MRI results

https://t.co/TEJpzVJqKY",https://x.com/twithersCLE/status/1950329667111584221,,,,7265.0,out_for_season
1.9502908883300024e+18,twithersCLE,Tue Jul 29 20:22:37 +0000 2025,Browns CB Martin Emerson Jr. suffered Achilles tendon injury in practice. He'll undergo MRI to confirm severity.,https://x.com/twithersCLE/status/1950290888330002519,,2.0,,5240.0,out_for_season
1.9223928585704205e+18,ChrisBHaynes,Tue May 13 20:45:48 +0000 2025,Boston Celtics star Jayson Tatum tore his right Achilles tendon and underwent surgery today. https://t.co/WPLKOf6YzV,https://x.com/ChrisBHaynes/status/1922392858570420453,,377.0,111.0,368389.0,out_for_season
1.91697861774325e+18,ChrisBHaynes,Mon Apr 28 22:11:32 +0000 2025,"Golden State Warriors star Jimmy Butler (pelvic contusion) will play in Game 4 tonight vs. Houston Rockets after missing previous game, league sources tell me.",https://x.com/ChrisBHaynes/status/1916978617743249908,,232.0,36.0,216948.0,minor
1.9169162299123343e+18,ChrisBHaynes,Mon Apr 28 18:03:38 +0000 2025,"Milwaukee Bucks star Damian Lillard has suffered a torn Achilles, league sources tell me. https://t.co/gfGoAueDda",https://x.com/ChrisBHaynes/status/1916916229912334374,,337.0,130.0,780662.0,out_for_season
1.9423991473167485e+18,DamichaelC,Tue Jul 08 01:43:39 +0000 2025,"Javon Small is out today with a groin strain, per Grizzlies team spokesperson.",https://x.com/DamichaelC/status/1942399147316748656,,5.0,3.0,11001.0,minor
1.9426395908855112e+18,RotoWireNBA,Tue Jul 08 17:39:05 +0000 2025,Anthony Davis: Undergoes eye surgery https://t.co/7E8rOmlDvs,https://x.com/RotoWireNBA/status/1942639590885511263,,,,1111.0,out_for_season
1.8966140771302894e+18,GrizzliesPR,Mon Mar 03 17:30:08 +0000 2025,"Status Update:

Santi Aldama (RT Calf Soreness) is questionable tonight against Atlanta.",https://x.com/GrizzliesPR/status/1896614077130289360,,17.0,29.0,83032.0,day_to_day
1.895929595725271e+18,GrizzliesPR,Sat Mar 01 20:10:14 +0000 2025,"Status Update:

Ja Morant (RT Shoulder Soreness) is questionable tonight against San Antonio.",https://x.com/GrizzliesPR/status/1895929595725271100,,18.0,58.0,142309.0,day_to_day
1.895583586851656e+18,GrizzliesPR,Fri Feb 28 21:15:20 +0000 2025,"Status Update:

GG Jackson II (LT Corneal Inflammation) is questionable tonight against the Knicks.",https://x.com/GrizzliesPR/status/1895583586851656016,,14.0,18.0,75783.0,day_to_day
1.9194780778196623e+18,InStreetClothes,Mon May 05 19:43:30 +0000 2025,RT @JaredSGreenberg: DeAndre Hunter has a dislocated thumb and will be questionable for tomorrow’s game 2 @NBAonTNT @NBATV,https://x.com/InStreetClothes/status/1919478077819662381,,8.0,,6943.0,day_to_day
1.9183674131100183e+18,InStreetClothes,Fri May 02 18:10:07 +0000 2025,"LeBron James injury news: Grade 2 sprains are also known as partial or incomplete tears. Surgery isn’t often warranted, especially if the medial meniscus is unaffected. Other players to suffer G2 MCL sprains include Kevin Durant, Marc Gasol, & SGA w/ the injury carrying in an average time lost of ~41 days (~21 games)",https://x.com/InStreetClothes/status/1918367413110018260,,17.0,1.0,12690.0,out_for_season
1.9169325799507804e+18,InStreetClothes,Mon Apr 28 19:08:36 +0000 2025,Injury info on Damian Lillard: The average time lost for qualifying NBA players following an Achilles tear is ~10 months. Dame is 54 days older than Kobe was when he tore his Achilles. Bryant was back in action in 240 days (~7.9 months),https://x.com/InStreetClothes/status/1916932579950780438,,10.0,1.0,7733.0,out_for_season
1.9166794633806193e+18,InStreetClothes,Mon Apr 28 02:22:48 +0000 2025,The integrity of the Achilles can be tested by a medical professional using a simple but highly accurate special test known as the Thompson test. MRIs are often needed just for confirmation. Hate this for Dame.,https://x.com/InStreetClothes/status/1916679463380619282,,18.0,4.0,23870.0,out_for_season
1.9155974013787182e+18,InStreetClothes,Fri Apr 25 02:43:05 +0000 2025,Injury update on Jimmy Butler: A glute contusion is an ideal outcome for the Warriors forward &amp; one he is familiar with. Butler suffered a glute contusion during the 2023 playoffs &amp; never missed a game. The average time lost for all other glute contusions is 5.2 days (~1.0 game).,https://x.com/InStreetClothes/status/1915597401378718207,,41.0,4.0,40945.0,minor
1.9154393515147023e+18,InStreetClothes,Thu Apr 24 16:15:03 +0000 2025,"Odd injury note on Jimmy Butler &amp; pelvic contusions: No team in the ISC injury database has suffered more pelvic contusions than Golden State. Other notable names on the list include Andrew Bogut, Draymond, &amp; Steph Curry and Kuminga from earlier this season.",https://x.com/InStreetClothes/status/1915439351514702307,,16.0,3.0,16891.0,minor
1.9154393537338002e+18,InStreetClothes,Thu Apr 24 16:15:03 +0000 2025,"Since the 2005-06 season, the average time lost for pelvic contusions league wide is 6.9 days (~2.1 games).  Butler's impending  MRI will provide more context and hopefully nothing more significant has occurred.",https://x.com/InStreetClothes/status/1915439353733800262,,3.0,,3557.0,minor
1.914782220126184e+18,InStreetClothes,Tue Apr 22 20:43:50 +0000 2025,UPDATE: Jayson Tatum's wrist injury is being described as a right distal radius bone bruise. Translation: The wrist end (distal) of the forearm bone on his thumb side (radius) has been damaged. The average time lost for nondescript wrist bone contusions is 2.6 days (~0.6 game).,https://x.com/InStreetClothes/status/1914782220126183851,,69.0,23.0,409305.0,minor
1.9147822214137859e+18,InStreetClothes,Tue Apr 22 20:43:51 +0000 2025,"However, the term bruise can be misleading. The body’s natural healing response doesn't differentiate between a bone bruise &amp; a fracture, repairing both in a similar fashion. This takes time &amp; symptoms can linger.",https://x.com/InStreetClothes/status/1914782221413785844,,11.0,3.0,32679.0,out_for_season
1.9170139715439165e+18,FantasyLabsNBA,Tue Apr 29 00:32:01 +0000 2025,Steven Adams (illness) questionable Monday. https://t.co/39yExPEpz5,https://x.com/FantasyLabsNBA/status/1917013971543916599,,,,12791.0,day_to_day
1.9169458440889958e+18,FantasyLabsNBA,Mon Apr 28 20:01:19 +0000 2025,"Jimmy Butler (pelvic) expected to play Monday, per Shams.  https://t.co/Ci0CCB8BqK",https://x.com/FantasyLabsNBA/status/1916945844088995877,,3.0,2.0,18865.0,day_to_day
1.942608953218851e+18,ShamsCharania,Tue Jul 08 15:37:21 +0000 2025,"Free agent F Isaiah Livers will sign a two-way NBA contract with the Phoenix Suns, Andy Shiffman and Mark Bartelstein of @PrioritySports tell ESPN. Livers missed all of last season due to hip surgery but has made a full recovery and now restarts career for his fourth NBA season.",https://x.com/ShamsCharania/status/1942608953218851074,,236.0,182.0,988781.0,out_for_season
1.9501759083686792e+18,twithersCLE,Tue Jul 29 12:45:43 +0000 2025,"Guardians' mess raises so many other questions, possibilities. 

Clase was a possible trade target for contenders, who are certainly inquiring about Kwan, Bieber, Smith.

This could go numerous directions.

Also wondering if other teams under new gambling scrutiny.",https://x.com/twithersCLE/status/1950175908368679146,,6.0,9.0,8030.0,unconfirmed
1.9480908121449723e+18,twithersCLE,Wed Jul 23 18:40:18 +0000 2025,"Guardians OF prospect Chase DeLauter underwent right wrist surgery today. 
Could be sidelined for two months. 

DeLauter had hamate fracture.",https://x.com/twithersCLE/status/1948090812144972232,,5.0,3.0,8164.0,out_for_season
1.9419749848610532e+18,katywinge,Sun Jul 06 21:38:11 +0000 2025,"RT @TheSteinLine: As this AM’s story explained, Jonas Valančiūnas is expected to play in Denver next season and he’s scheduled to make a pu…",https://x.com/katywinge/status/1941974984861053067,,76.0,87.0,492856.0,day_to_day
1.9166788156167987e+18,ChrisBHaynes,Mon Apr 28 02:20:14 +0000 2025,Sources: The fear is Bucks star Damian Lillard suffered a left Achilles tear. Brutal circumstance after working himself back from a blood clot diagnosis that kept him out over a month.,https://x.com/ChrisBHaynes/status/1916678815616798724,,1648.0,471.0,2915135.0,out_for_season
1.9155953769059e+18,ChrisBHaynes,Fri Apr 25 02:35:02 +0000 2025,Sources: Golden State Warriors star Jimmy Butler underwent MRI and results came back clean for any structural damage. It’s a deep glute contusion that can be managed. Expected to be questionable for Game 3 vs. Houston Rockets on Saturday.,https://x.com/ChrisBHaynes/status/1915595376905900038,,178.0,43.0,289118.0,day_to_day
1.9152333014236365e+18,ChrisBHaynes,Thu Apr 24 02:36:17 +0000 2025,Golden State Warriors say Jimmy Butler (pelvis contusion) will not return to tonight’s game against the Houston Rockets.,https://x.com/ChrisBHaynes/status/1915233301423636570,,176.0,113.0,296253.0,minor
1.9146976517923308e+18,ChrisBHaynes,Tue Apr 22 15:07:48 +0000 2025,"BREAKING: Milwaukee Bucks star Damian Lillard will make his return tonight for Game 2 against Indiana Pacers after dealing with a blood clot that sidelined him for over a month, league sources tell me. https://t.co/Y8qhkbnVwO",https://x.com/ChrisBHaynes/status/1914697651792330817,,514.0,114.0,550481.0,minor
1.9143914546105467e+18,ChrisBHaynes,Mon Apr 21 18:51:05 +0000 2025,Milwaukee Bucks star Damian Lillard has been upgraded to questionable for Game 2 vs the Indiana Pacers.,https://x.com/ChrisBHaynes/status/1914391454610546703,,228.0,74.0,418519.0,day_to_day
1.9411659261724961e+18,DamichaelC,Fri Jul 04 16:03:16 +0000 2025,"Cedric Coward is considered doubtful to participate in summer league, per Grizzlies team spokesperson. 

Will Magnay is also considered questionable to participate (wrist injury).",https://x.com/DamichaelC/status/1941165926172496157,,15.0,16.0,39054.0,day_to_day
1.9402104143247444e+18,RotoWireNBA,Wed Jul 02 00:46:24 +0000 2025,Jaren Jackson: To undergo toe surgery https://t.co/ErIgbgXzKj,https://x.com/RotoWireNBA/status/1940210414324744515,,1.0,,2244.0,out_for_season
1.9092957335406346e+18,DanBesbris,Mon Apr 07 17:22:30 +0000 2025,"🏀 #FantasyBasketball Possible Waiver Wire Specialists for the Final Week! 🏀

🏀 Kevin Huerter (3's, steals)
🏀 Matas Buzelis (3's, blocks)
🏀 KJ Simpson (assists, steals)
🏀 Dorian Finney-Smith (3's)
🏀 Rui Hachimura (points, efficiency)",https://x.com/DanBesbris/status/1909295733540634651,,,1.0,13006.0,unconfirmed
1.889782646084948e+18,GrizzliesPR,Wed Feb 12 21:04:27 +0000 2025,"Status Report: @memgrizz at @LAClippers, February 12: https://t.co/Zgm7rRGewx",https://x.com/GrizzliesPR/status/1889782646084948090,,23.0,42.0,167098.0,out_for_season
1.911943329136198e+18,InStreetClothes,Tue Apr 15 00:43:06 +0000 2025,"Impressed by the sheer number of injuries the top picks in the WNBA draft have overcome throughout their young careers. The list of injuries to the top 10 include ACL tears, meniscus tears, a tibial plateau fracture, concussions, ankle sprains, & surgeries on feet, ankles, & toes.",https://x.com/InStreetClothes/status/1911943329136197955,,2.0,,3990.0,out_for_season
1.909974773599253e+18,InStreetClothes,Wed Apr 09 14:20:46 +0000 2025,Did the Mavs ever put out a statement saying Exum needed surgery? Seems like the injury report just suddenly changed from hand fracture to surgery.,https://x.com/InStreetClothes/status/1909974773599252885,,,,1923.0,out_for_season
1.8509364154898107e+18,InStreetClothes,Mon Oct 28 16:23:24 +0000 2024,"2024-25 NBA Week 1 Injury Report

Total Games Lost to Injury or Illness: 151

Total Games Lost to Rest or Injury Management: 5

Notable new injuries:
Dejounte Murray: Hand fracture
James Wiseman: Achilles tear",https://x.com/InStreetClothes/status/1850936415489810578,,1.0,3.0,51397.0,out_for_season
1.9474238022053563e+18,twithersCLE,Mon Jul 21 22:29:50 +0000 2025,Getting there. Longest post-surgery ride yet. https://t.co/nYb35NO0Ai,https://x.com/twithersCLE/status/1947423802205356293,,,1.0,3295.0,out_for_season
1.941127489168048e+18,ShamsCharania,Fri Jul 04 13:30:32 +0000 2025,"Wagner, who sustained ACL tear in December, was averaging a career high 12.9 points and shooting a career-best 36% from 3 before injury. Through his 30 games, Wagner had emerged as a Sixth Man of the Year candidate and led NBA in PPG among players to average under 20 minutes.",https://x.com/ShamsCharania/status/1941127489168048160,,222.0,107.0,2264285.0,out_for_season
1.9406394004106614e+18,MarcJSpears,Thu Jul 03 05:11:03 +0000 2025,"RT @mcten: New story: While speculation about LeBron James continued to swirl, Bronny James punched the clock and went to work at the team…",https://x.com/MarcJSpears/status/1940639400410661281,,43.0,33.0,162836.0,unconfirmed
1.9404435021330022e+18,MarcJSpears,Wed Jul 02 16:12:37 +0000 2025,"Jaren Jackson, Jr., expected to be reevaluated in three months post toe surgery.",https://x.com/MarcJSpears/status/1940443502133002299,,8.0,1.0,70569.0,out_for_season
1.9379499275289275e+18,JakeLFischer,Wed Jun 25 19:04:02 +0000 2025,"I don't believe the Celtics plan to move Jaylen Brown or Derrick White tonight. That's been the word out of Boston since May.
 
What I do believe... amid all the smoke and whispers, that you'll see during tonight's NBA Draft: https://t.co/HGmHgE6XT0",https://x.com/JakeLFischer/status/1937949927528927383,,51.0,8.0,319236.0,unconfirmed
1.9377232930014828e+18,JakeLFischer,Wed Jun 25 04:03:28 +0000 2025,"One of the most consistent whispers I've heard from executives and agents this week has been about Sacramento's confidence the Kings can and will acquire a first-round pick in the latter of tomorrow night's NBA Draft.  

More on Boston, Atlanta, others: https://t.co/uopcanSR6A",https://x.com/JakeLFischer/status/1937723293001482634,,43.0,10.0,334026.0,unconfirmed
1.907858382117286e+18,ChrisBHaynes,Thu Apr 03 18:10:59 +0000 2025,"Sources: New York Knicks star Jalen Brunson (ankle) to practice for first time on Friday and is expected to be ruled questionable Saturday vs. Atlanta Hawks. #haynesbriefs 

https://t.co/jkTm5lE1Ay https://t.co/hJ1sbJtOVZ",https://x.com/ChrisBHaynes/status/1907858382117285909,,155.0,50.0,199211.0,day_to_day
1.9068534569059087e+18,ChrisBHaynes,Mon Mar 31 23:37:46 +0000 2025,New Orleans Pelicans guard CJ McCollum (foot contusion) and forward Zion Williamson (back bone contusion) will miss the rest of the 2024-25 season.,https://x.com/ChrisBHaynes/status/1906853456905908707,,75.0,40.0,191464.0,minor
1.9397079327377777e+18,RotoWireNBA,Mon Jun 30 15:29:43 +0000 2025,Jalen Williams: To undergo wrist surgery https://t.co/4KC10uAJ3n,https://x.com/RotoWireNBA/status/1939707932737777690,,,,1295.0,out_for_season
1.8849949985101622e+18,GrizzliesPR,Thu Jan 30 16:00:03 +0000 2025,"Status Update:

Ja Morant (RT Shoulder Soreness) is questionable tonight against the Rockets.",https://x.com/GrizzliesPR/status/1884994998510162114,,27.0,86.0,260397.0,day_to_day
