player_id,game_date,passing_yards,rushing_yards,receiving_yards,passing_touchdowns,rushing_touchdowns,receptions,targets,opponent_def_rating,weather_conditions,dome_game,position,home_away,division_game,season_avg_yards,last_4_avg_yards,opponent_yards_allowed,snap_count,red_zone_targets,hit_prop
nfl_player_88,2024-10-02,217,34,84,4,2,6,0,86.64881417967655,rain,0,TE,home,1,337.77782484686793,333.7308152678588,340.50657812393285,66,1,1
nfl_player_7,2025-02-03,0,4,107,0,1,2,12,118.18870700085041,wind,0,WR,away,1,91.6379845865482,97.3454942079644,430.8420815469259,62,0,1
nfl_player_17,2025-05-07,0,70,134,4,3,11,9,102.07812728204145,snow,1,QB,home,0,221.98286474687424,199.97252844756414,404.20712422941244,31,2,1
nfl_player_46,2024-10-26,0,48,0,4,2,8,1,89.55963260821812,snow,1,WR,away,0,33.36967701675272,58.929122923522414,394.46951619680124,40,3,0
nfl_player_91,2024-10-28,0,55,68,4,3,5,10,118.81788842639851,wind,0,QB,home,1,114.02428974621535,114.40132488750005,384.0622324530036,50,3,1
nfl_player_92,2025-06-27,385,90,34,0,1,9,15,116.62814762761279,clear,1,WR,home,1,508.66828570943125,504.1836718341543,317.4298496724393,33,1,1
nfl_player_88,2024-12-27,252,51,62,2,3,11,15,103.82782410071624,snow,1,QB,home,0,356.8220578611747,371.1805012162821,432.165074278983,62,2,1
nfl_player_81,2025-02-27,9,24,0,4,2,12,1,118.65675524555158,wind,1,TE,away,0,47.23326727017713,40.922632999883454,352.03961100748546,67,4,0
nfl_player_90,2025-03-02,274,8,0,1,2,11,9,88.46405662369884,clear,1,WR,home,1,301.6641238615841,285.518380303342,307.2285698049048,43,3,1
nfl_player_94,2025-01-12,0,99,0,1,0,9,6,114.03467997746814,rain,0,WR,away,1,108.81224116246406,91.22121733517857,412.7055294512449,35,2,1
nfl_player_71,2025-05-29,0,57,0,4,2,6,11,97.14758587522564,clear,0,TE,home,1,57.23440220599471,48.28721966313529,319.92844109524805,43,2,0
nfl_player_67,2024-12-15,0,36,92,0,1,12,4,95.3141302675404,clear,0,RB,away,0,136.1484604305855,134.17594049564315,391.8723210796008,49,2,1
nfl_player_71,2025-03-23,0,143,5,2,3,6,7,92.69950311640414,rain,1,WR,away,0,147.94081483046313,143.22435848789974,360.3651966207643,66,0,1
nfl_player_18,2024-10-09,321,119,0,3,3,8,4,90.09573157654566,clear,1,QB,home,0,452.56010024449074,431.28250222038434,439.8368134914198,53,2,1
nfl_player_34,2024-12-05,0,68,0,1,0,8,15,119.18790714485107,wind,0,WR,home,1,52.896276149505994,63.04042239678722,337.98181708754186,67,2,0
nfl_player_40,2025-06-17,0,64,0,1,2,2,3,108.3690838188592,wind,1,WR,away,0,77.41488636787432,78.47686408487934,388.40532977559553,50,4,0
nfl_player_9,2024-10-25,139,59,78,4,2,5,11,85.79913854859876,rain,0,WR,away,0,293.3703985171803,290.3100001760405,367.02183061145536,51,1,1
nfl_player_35,2025-06-03,56,32,0,3,1,6,3,88.1355257831565,snow,0,TE,home,0,88.24833694167785,93.75687972356107,375.65881659415055,49,4,1
nfl_player_43,2025-03-16,0,76,33,0,0,4,6,110.22237280271884,rain,1,WR,away,0,124.03631754284632,122.56732603407377,311.37947373243793,68,1,1
nfl_player_96,2024-12-08,136,27,79,0,0,1,4,82.37946659103024,snow,0,QB,away,1,232.81843433479833,245.77579956741332,306.0469656493976,49,4,1
nfl_player_89,2025-06-12,0,23,0,3,1,5,12,86.72447423766987,rain,0,WR,home,1,6.614441399480697,29.057510156047755,394.3252832647429,54,2,0
nfl_player_93,2024-10-25,0,149,0,4,1,0,11,103.6532887120616,wind,0,WR,home,0,167.75021944181694,163.09697633037143,358.01230384918443,61,3,1
nfl_player_96,2024-10-24,0,102,45,3,2,3,14,94.66726448958991,clear,0,WR,home,0,152.793308555531,147.19099429440226,447.1925029329283,32,2,1
nfl_player_62,2024-09-25,7,0,0,2,2,1,1,96.96004625179424,rain,1,QB,away,0,9.778194095402398,10.389722808522517,304.29603310132376,70,4,0
nfl_player_99,2025-04-22,0,67,0,1,0,2,6,106.90031845663171,wind,0,QB,home,0,67.43039456392829,54.38283702405511,449.58321527378246,36,5,0
nfl_player_17,2025-02-03,203,106,150,0,0,2,6,96.0110616387315,clear,0,RB,away,0,446.5610008380965,459.70147599716347,367.6232018891103,34,4,1
nfl_player_7,2024-12-30,0,71,91,4,2,12,5,96.86652481228501,clear,1,QB,away,0,180.8898611765284,169.89368390717004,385.23514690481255,44,2,1
nfl_player_48,2025-02-11,0,102,0,2,1,10,7,81.04631591129687,rain,1,WR,home,1,96.49147078412237,103.42413379810438,364.48043005416304,66,0,1
nfl_player_48,2025-07-21,149,143,0,0,1,7,4,113.25151577103829,clear,1,TE,home,1,275.76363268001575,291.70786777229614,423.18188380828076,54,5,1
nfl_player_61,2024-10-25,339,16,48,3,1,12,4,84.4685352309195,snow,0,QB,home,0,405.0879591703869,393.1394366011206,308.17645174837094,67,2,1
nfl_player_86,2024-10-20,0,68,0,4,1,11,9,105.23820311901233,wind,0,RB,home,0,82.01295313999518,68.33412580253321,355.88991640639995,41,3,0
nfl_player_6,2024-09-27,0,77,50,2,2,9,8,108.14836713832634,snow,0,WR,home,1,109.87159069015249,114.48196553949674,403.87849701044735,39,3,1
nfl_player_34,2025-01-01,249,69,131,4,3,1,11,87.62465178713535,snow,1,QB,home,1,437.04020812353707,455.9112452960627,330.7780865136226,43,1,1
nfl_player_51,2025-01-05,400,92,121,0,1,1,10,83.49611738987295,rain,1,RB,away,1,630.0773105134795,612.910939507912,352.7971266485036,38,1,1
nfl_player_33,2025-02-02,0,51,121,1,2,8,4,108.26583788829903,snow,0,WR,home,0,189.6115281100722,177.29402907715337,407.3001318556368,43,4,1
nfl_player_70,2025-08-20,0,32,0,3,0,2,2,100.34232264812722,rain,1,RB,away,1,49.811495555168165,45.30684871445533,309.9725313319505,57,0,0
nfl_player_31,2025-07-20,0,82,0,4,0,8,12,80.93945961479591,clear,1,WR,home,1,71.8384979319432,80.49750670903686,325.5947764430773,54,4,1
nfl_player_86,2024-09-16,325,51,47,0,1,1,12,108.36647987391038,rain,0,RB,away,1,420.03971018421436,411.1159999953638,423.5730991771369,55,5,1
nfl_player_10,2025-03-29,0,61,85,1,1,5,2,92.85093789885735,snow,0,RB,away,1,138.10429958644204,142.03354736509266,341.8826507709269,54,3,1
nfl_player_45,2025-02-14,161,54,0,0,0,5,0,105.1173447794473,snow,0,TE,home,1,218.50099127914348,213.34102839322142,312.8819271249937,70,2,1
nfl_player_79,2024-12-24,186,16,17,3,0,2,8,84.04988218580831,rain,0,WR,away,0,208.0146547132107,215.516064086209,357.94753355283876,49,0,1
nfl_player_2,2024-12-10,0,72,139,0,0,6,6,89.40458629943234,clear,0,QB,home,1,211.66217271016026,208.64142367778194,314.25535332069086,38,3,1
nfl_player_74,2024-10-06,0,112,0,4,2,11,2,99.24523367446162,clear,0,WR,away,0,131.28527955792828,114.08541877750253,368.4646870948776,48,2,1
nfl_player_35,2025-02-25,0,111,150,3,3,6,4,116.42573051226825,rain,0,TE,away,1,265.9101742456647,271.36867431117184,336.19123430847776,68,2,1
nfl_player_12,2025-01-07,276,35,0,2,3,6,15,100.63171763616981,snow,1,WR,away,1,329.2027576399426,297.228904791042,400.9593241579488,45,0,1
nfl_player_59,2025-01-19,3,91,109,3,1,6,3,82.66793161820894,clear,1,RB,away,1,208.98714046477573,201.26606547137013,333.2269477210098,58,0,1
nfl_player_57,2025-07-23,373,65,0,3,3,7,13,101.15033172202276,wind,0,QB,home,1,449.9723447823848,433.70434940627433,374.3821768344385,70,3,1
nfl_player_17,2025-05-19,25,88,134,4,1,5,9,89.62283162707686,rain,0,RB,home,1,231.00573569299763,245.44271562873053,348.44419887622894,31,5,1
nfl_player_18,2024-11-23,0,61,51,2,2,10,15,98.01579258131476,rain,0,WR,home,0,95.7451277545917,111.38516534128992,375.2198496190085,53,0,1
nfl_player_90,2025-05-06,87,67,0,0,1,10,2,111.44308368939042,clear,1,TE,home,0,141.18695604565764,152.66096737620015,427.37738417598797,47,5,1
nfl_player_67,2025-08-16,0,146,0,0,3,0,14,102.5164653807955,rain,0,QB,away,0,136.25044493149844,132.08444589707528,377.78673314004396,59,2,1
nfl_player_36,2025-04-22,0,99,0,4,2,1,10,109.78969735993884,rain,1,QB,away,0,108.84406781566776,94.69378229360213,365.55005166231047,64,0,1
nfl_player_37,2024-09-27,369,11,0,3,0,9,8,95.31511279907748,wind,0,WR,away,1,367.8388790013441,376.41708568580145,350.24788955354006,33,0,1
nfl_player_7,2024-11-07,0,111,0,4,1,1,15,88.89210141962326,snow,1,RB,away,0,99.92010175546531,124.60955595975612,385.74978335826916,38,5,1
nfl_player_87,2024-10-05,0,143,0,1,1,4,2,97.49880649448141,clear,0,WR,away,1,150.6741834323385,150.3945237647622,419.4391236957192,31,1,1
nfl_player_7,2025-05-15,6,96,0,2,1,3,12,80.89659201902467,snow,1,RB,home,0,121.15425186467604,102.85246203984887,405.73920482241994,30,0,1
nfl_player_50,2025-02-08,0,44,0,4,0,6,5,93.48322804271542,clear,1,QB,away,0,42.62271336422681,34.94850636607501,429.77348417121414,47,2,0
nfl_player_7,2025-02-13,152,108,0,4,1,10,14,80.69759594120268,clear,1,WR,home,1,246.38754119270837,255.0132760233027,448.2938787255358,36,4,1
nfl_player_22,2024-10-29,368,139,101,3,2,1,5,96.20021427865727,wind,0,WR,away,1,602.6600461309777,619.0685218817696,366.8388109594101,45,1,1
nfl_player_8,2024-11-04,0,59,0,2,0,12,5,84.70530023251033,snow,0,WR,away,0,43.58669437334082,69.4221974689999,352.4959918963434,63,0,0
nfl_player_8,2024-08-28,283,95,0,0,3,6,11,94.3241550709201,clear,0,RB,home,1,396.41821735237824,371.4150049168822,415.055771145249,55,1,1
nfl_player_5,2025-04-05,0,115,147,0,1,5,3,85.00418707105338,wind,0,WR,home,0,269.85900981678253,274.85406011069074,406.05877694356707,62,4,1
nfl_player_69,2024-09-16,0,59,0,4,3,10,15,109.97404990268726,clear,0,TE,home,1,44.44960716996718,62.508088011977186,370.4464175366178,53,2,0
nfl_player_43,2025-03-24,0,37,0,2,2,12,13,92.14686656924415,snow,0,TE,home,0,41.36560925602045,35.99652635913828,408.3860358895307,67,0,0
nfl_player_59,2025-01-02,0,84,0,2,2,11,4,110.36600049494353,clear,1,RB,away,1,82.4854480225705,75.80411224820168,444.35051961264503,46,4,1
nfl_player_57,2025-02-07,0,148,0,1,1,8,4,107.25483253637667,wind,1,WR,away,0,150.29742809418357,138.04466214952924,415.7511422570182,51,5,1
nfl_player_51,2024-09-02,192,4,43,0,1,9,15,109.18525296575197,wind,1,RB,home,1,232.65534502546336,253.78267589542747,383.5739035681713,60,3,1
nfl_player_46,2025-04-29,0,25,89,1,0,9,5,112.29882870857621,snow,1,WR,home,0,123.67588683659827,103.13543920895307,448.92532109448035,59,0,1
nfl_player_22,2025-04-06,0,77,0,2,0,3,4,87.23453004939229,snow,1,QB,home,0,79.00211721012505,85.99166230887889,421.2909321820377,68,2,0
nfl_player_29,2025-07-08,37,39,0,3,1,6,14,98.42725383760762,snow,0,WR,away,1,59.721682641184486,80.32593427038884,378.02573244753813,63,0,0
nfl_player_49,2025-08-20,232,43,130,2,3,3,1,92.3950318014009,snow,0,RB,home,0,388.71231098497304,390.80976882571025,378.1655876023784,43,1,1
nfl_player_23,2025-04-28,0,147,107,1,3,8,12,94.58435967320719,wind,0,QB,away,1,254.00690562057122,263.3304933457624,369.80752799090897,61,3,1
nfl_player_20,2025-03-13,0,32,0,2,3,3,5,105.45295565229367,clear,1,TE,away,0,39.23993041661076,41.32912980407063,335.3655443390837,59,1,0
nfl_player_78,2024-11-05,0,148,0,1,1,10,12,105.03359950573454,rain,0,WR,away,1,128.87988586265377,146.581920898754,391.2091400453582,67,1,1
nfl_player_55,2024-10-27,154,78,56,1,0,9,14,110.14218374392223,wind,0,RB,home,0,273.4770046271791,294.64284742412764,387.2244582230991,59,3,1
nfl_player_81,2025-05-12,0,34,95,3,2,11,11,97.75317324649876,snow,0,RB,away,1,135.8192116663357,137.2230481468696,423.5183212747512,55,3,1
nfl_player_47,2025-07-15,0,96,0,1,1,6,7,112.57670617086065,clear,0,WR,away,1,110.06999829252149,99.50315482424077,432.10934101364967,32,3,1
nfl_player_17,2024-08-27,0,81,0,1,1,12,14,95.5843207618782,snow,1,QB,home,0,62.68045153297413,74.15244551492414,326.407495147659,39,1,1
nfl_player_8,2025-08-18,0,113,76,4,1,2,5,84.45330081519872,clear,1,RB,home,1,193.19196123150311,178.0532274856653,446.9685226168682,46,1,1
nfl_player_60,2025-06-06,272,25,69,0,3,11,5,80.99990982596458,wind,0,RB,away,1,355.0341962602532,377.3174075241575,436.45063218817506,68,4,1
